Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Pakistan,PAK,413.961862462742,427.414442837169,435.1234635969,460.576971263091,482.253588996217,518.130266832876,533.122629474003,546.281789318268,569.341263423297,583.741428686659,631.587748383334,617.297392498723,605.334383311172,629.496808036671,632.894770036852,640.124357568775,652.838055213587,657.659383934214,688.190284180422,689.743593740588,729.775997454804,755.351886399493,775.040043703995,799.413201289567,813.98181157513,848.459508815423,865.38378020321,890.342222772156,926.557789336634,941.244309440788,950.884644833285,966.522495703734,1011.6250844611,1001.25854820003,1009.06429520182,1028.96592446155,1047.88663514614,1028.99804758369,1026.50033720969,1035.49888206288,1049.54229686852,1057.86767778646,1059.04171024589,1090.27523993746,1146.99632842666,1201.23359367214,1243.94142602543,1265.35567539842,1258.05188934452,1269.07432116444,1256.69482201323,1261.83161907857,1275.48806898966,1309.70080446386,1343.30778121043,1380.47020838317,1452.18658269177,1495.26187528032,1561.68169819559,1573.8330826937,1526.00597486307,1595.02792175422,1642.28066974826,1616.39906887866,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,12786.1366111761,12376.5999795942,11975.8206475329,11657.758111022,11545.8821434317,11578.0022115148,11625.5577931984,11860.5421426712,11883.2368612745,11937.6164897198,11956.9191796423,11786.3565790927,11472.1509127889,11413.2722716429,11644.4446712976,11962.6650554007,12310.8217782278,12699.3809665586,13105.439292448,13540.5419454307,13982.8887298451,14335.2711060989,13103.1137584432,11222.5992884285,11756.0650398724,12715.2357323975,13672.6474507216,13636.4371021223,13596.7986642973,12606.0151465977,12100.4320010493,12771.1374440955,13307.9204567455,12776.7674077891,13172.1748507982,13622.5559995534,13762.6402502229,14215.1662523053,13641.2626504257,12853.6812910625,12955.2669004719,13857.9060186166,14278.8292092136,13937.0760667985,14546.6487640882,15690.7586522228,15598.0194534191,15076.8166949457,15091.7066383316,15135.4842892095,14232.2400546821,12275.270193371,12129.7974298911,12379.7893768679,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Panama,PAN,2809.09635546079,3025.05532015251,3177.40183990736,3345.64594329978,3389.55422433321,3590.43695377221,3749.33741417518,3952.07375864223,4107.09637772042,4328.31649576701,4500.46362211365,4796.87687678705,4879.84805400946,5004.08529485978,4992.24686476946,4948.79764940523,4905.04206487063,4837.27014523826,5183.5703549476,5289.37656995232,5840.96093713885,6229.52654445661,6409.68671715678,5979.5181686045,5999.68243599805,6152.7843025223,6229.61874146209,5982.34479877036,5069.86261679445,5039.88258973064,5333.21870442352,5712.98860533438,6053.46766447567,6252.48829508086,6299.53554013552,6280.46246501922,5799.88560096133,6122.6466478841,6504.97011881774,6709.72276088415,6856.14919005847,6787.86267897348,6825.17747437166,7037.08165700349,7468.76593139801,7935.87135060821,8557.9801770364,9507.64641073854,10288.1549911493,10267.0633151993,10698.0717633911,11761.4988547604,12668.2945474105,13236.8306754449,13611.5490809559,14082.6548502728,14474.1243636349,15045.5456426827,15375.6435074101,15602.5420867199,12647.082664124,14552.9401574302,15917.427539403,16872.8834654731,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Papua New Guinea,PNG,1312.56006039716,1358.94134628412,1412.56784779974,1437.51485607465,1527.22988798729,1648.27983167304,1705.99059094553,1736.12038081553,1771.43806840821,1874.00506195675,2028.5358613526,2105.15949919314,2171.49663633103,2259.80527474783,2266.53521520955,2196.98934842024,2076.43535316399,2048.9082542917,2177.15239817535,2171.05741868956,2077.58361339529,2029.42105281099,1994.61292972615,2016.07588072498,1966.70397098497,2002.02298435765,2051.25221816556,2062.9612180845,2077.6016087929,2002.68081599173,1892.30679279448,2008.35151943089,2206.99633305172,2515.6383945071,2570.33691061958,2397.40045298857,2492.07962762784,2310.98773975643,2147.04526266919,2112.0950973955,1989.57882204274,1920.78003889393,1854.41831737462,1832.67870314447,1821.84741071002,1875.82273480514,1915.2349405788,2000.9726186689,1934.03201558753,2003.24109727039,2140.50939027384,2102.03192060639,2139.48096660428,2162.10592595591,2391.3578028163,2484.5963398603,2557.09463030035,2584.8883636271,2518.45899317321,2572.56177971872,2438.61137934805,2378.37168116559,2467.23488917127,2496.50840962288,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Paraguay,PRY,1508.16141282722,1575.52406103644,1589.79545588368,1624.51869505985,1651.13204882209,1710.03289597261,1702.11401817257,1814.19962099789,1852.79561030551,1896.19771964484,1957.05006174244,2019.34109541627,2103.85688114327,2203.53402180623,2329.53831328205,2428.10852282564,2547.26283802519,2770.71211550828,3027.55721498509,3301.62489424794,3592.56127303015,3816.55409047898,3659.88259197454,3450.26584009734,3448.83908839232,3504.47829642444,3575.79690422229,3739.83410213482,3851.51631859871,4006.15999912344,4059.77343113311,4091.49044786451,4054.04426060844,4147.78440621564,4262.14495791711,4445.18978188914,4411.37280078232,4496.02336469138,4402.11110078249,4252.49065726668,4074.48953320404,3972.88427866686,3916.4402230868,4035.71833919883,4151.34584799368,4193.2808652562,4349.31197066182,4540.38235899198,4788.6631877791,4727.59685811395,5191.05014254402,5342.19015717376,5230.26244858764,5583.12274473463,5794.47644401603,5879.33792308671,6041.95879367268,6243.13363139058,6354.2392005297,6243.53620897773,6109.19608100615,6278.11006663828,6218.19790694079,6431.71872824395,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Peru,PER,2704.36949914585,2819.64448663957,3013.56779249399,3054.09341665986,3161.27865870871,3244.42752499768,3413.00557819899,3445.54689195427,3355.06834981307,3377.29242666322,3404.48746273535,3474.09968688628,3500.78314670801,3625.43301411272,3866.6634321787,3933.70255577203,3893.41831349783,3811.69775974603,3619.69303247044,3674.96184299482,3797.43621611508,3909.66676934412,3805.24470888803,3325.45532400634,3361.21738023781,3347.82743034644,3578.0009133316,3837.26769850321,3397.01630742059,2912.6643430804,2706.92253156841,2709.27754515647,2640.31373880219,2723.2842310292,2998.57693125514,3158.98338644792,3186.90077024092,3331.15151093297,3258.29746206218,3250.37802318947,3286.27308475523,3261.6642505136,3398.74991419297,3502.79165687646,3640.60299869744,3835.13219279722,4091.36268615581,4407.79121686416,4778.52642172313,4801.17153740507,5167.39259325937,5453.45718713631,5740.04346272472,6021.46142765232,6103.91864749969,6231.71150338894,6392.25474941014,6457.41940254721,6593.14437459526,6626.26083494969,5831.83024758521,6547.42006938295,6661.66496902346,6552.55403560046,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Philippines,PHL,1123.78209985097,1150.62906591249,1168.60880130542,1211.82149964873,1214.70925765174,1241.10921657209,1257.98440674326,1285.29310108254,1311.52148743691,1334.73174875424,1348.64912776685,1388.24899936664,1430.58532250613,1522.01742055732,1540.04224358033,1587.49928262321,1683.65998860833,1730.59409733868,1772.22820174877,1822.14502277696,1867.56862359787,1881.81520263893,1898.13930587999,1878.60173417873,1696.57673829111,1537.66555846745,1551.4089278181,1576.97337034206,1638.03682410746,1696.00236354085,1704.07568906112,1656.38349711577,1624.34939812793,1620.3550584059,1654.74613909627,1693.80873088593,1752.23800111748,1800.25913144999,1746.52590520447,1759.4210523287,1793.34760866258,1807.70892532174,1837.25429294391,1892.82162002816,1978.3448914123,2037.8776606782,2110.42044789942,2209.34651092393,2264.94629082173,2256.72554844721,2373.14312085009,2416.75212076537,2533.74141971272,2654.41506946871,2776.92005916931,2909.85818014474,3076.33741880211,3247.45038795053,3410.93647986368,3575.88170930212,3198.6669001424,3350.97587601524,3577.70136587922,3745.65232883132,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5111.3453296443,4735.9276980893,4840.16858549117,5008.34908886395,5262.31523522496,5671.89573674798,6012.95806433166,6391.13172823376,6684.11477782234,6998.79475144289,7401.57697647848,7494.96089503246,7640.99307757777,7915.55424389704,8323.38773754587,8598.57681241557,9137.65850849801,9760.7042604352,10187.2017910883,10446.5289138524,10808.3975674238,11370.313427173,11542.2353368014,11628.2286809525,12093.1622787394,12637.5220324406,13026.1858988718,13695.6452848724,14551.0850277089,15221.3090624454,14937.5960275482,16368.6239689025,17303.64494323,17391.1441481102,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Portugal,PRT,4066.9628380453,4257.64924544872,4506.63075070471,4752.12012787288,5049.21314390612,5448.5113625045,5713.62224830786,6183.78510391531,6761.48060575555,6967.11704577386,7669.76358295349,8213.09616294278,8885.13112739897,9877.26966763582,9851.77003221477,9072.04105143795,9426.09684563121,9849.07294858498,10017.7470539075,10469.8022679495,10832.5150495876,10912.762481445,11077.8609853574,11007.4941383306,10759.1013686348,11030.9414837527,11477.2841185958,12212.9852416535,13141.2824179545,14008.090736446,14593.2547484179,15265.8627897796,15444.1838248682,15110.1228224777,15214.9142471067,15811.7000553673,16304.3794881171,16946.0868319509,17671.3135096042,18258.0910764888,18822.0932874528,19053.0899271768,19095.1102477948,18846.5411815772,19137.8371065037,19251.7145595409,19529.3121306472,19979.5706126396,20014.4748812235,19371.131868075,19698.6836541739,19389.6395563318,18679.7626580948,18597.721407072,18836.8967511808,19215.7813014347,19662.823085477,20364.1963711444,20997.7744915886,21569.1874470753,19778.7138255776,20747.6990979031,22042.86817027,22292.4218368837,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Puerto Rico,PRI,6307.40729273886,6634.17460480037,7037.95690981374,7481.3063755951,7854.21072427467,8445.13486921158,8971.25300484044,9455.06963790206,9883.65391549028,10721.3194257597,11476.950423649,12012.2119183888,12622.2837580479,13136.2534761284,13241.1544199625,12914.147028929,13495.6681144974,14091.1890829061,14871.8653023492,15851.8922762492,16329.153469581,16330.4184264981,15905.0194229893,15374.5117759022,16125.056991684,16463.0021217712,17117.4157619962,17935.0349328595,18815.9165317687,19453.7669223263,18733.6452536405,19030.2415359881,19770.7684693743,20515.5207151284,21176.6701694708,21936.4179224341,22193.5791392757,23061.3345012501,24197.3097505137,25374.1017092522,26131.963075211,27722.3671929856,27940.3826166867,27937.8165878003,30375.7895781623,29815.2164197823,29519.7386832555,29347.8460011415,28976.1310397467,28565.767919716,28592.0775837897,28820.9780542122,29180.366828561,29426.1119191935,29554.5785374075,29763.4883013861,29961.5430101514,29809.2349889347,29686.968854595,30181.1498485361,28145.0053474362,28416.7798983171,29819.888444393,30122.8412253197,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,75772.7662679911,73839.0944989145,73532.8310010297,73744.3404408212,71286.8587304743,69330.9888458745,69382.6139783951,59679.7489355926,60529.9560378642,59542.2423253994,55253.8106422396,52401.4404787492,45982.0956020623,42654.7862100155,42309.9926342738,39368.8959543709,39682.2413016259,38241.8097772146,39095.6038311878,40125.0328862519,40125.4450320925,38185.1513329494,41171.7235066225,39377.8741609676,38744.0142152536,38526.8534768908,39095.0579501611,48844.9174942535,51513.6335015126,50917.3964102353,52234.4244373565,51633.9606840175,52752.7081230353,52255.3835016224,59990.3064867664,60416.7829217551,64676.3968892258,61423.0870888622,61213.7943874193,60781.874945265,72333.9848623762,81608.5716870182,80621.8607158041,76486.9692979253,71756.0649338302,68985.2946961507,67294.4585771356,64497.6987225375,64410.8171280981,63430.4607641011,57769.604101576,65488.5117915042,64315.6263669902,65111.0333213131,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5019.43702748333,4409.1517208357,4059.09860455382,4126.76859277572,4295.27065788629,4572.25803354276,4764.63682106299,4546.66753054721,4463.60791806212,4453.78126046181,4569.30914768462,4875.30310600635,5248.54994632668,5410.30835796252,6008.64048461485,6328.09022324183,6876.77841417966,7483.97375820611,8318.00342795388,7924.87058070212,7660.70667630517,8044.57194920892,8234.28553425194,8287.95844089676,8661.47397274241,8977.01748158196,9286.87678236598,10106.2269557253,10788.015091463,11270.4758020159,10916.3126056493,11607.9771173075,12114.8715109948,12399.0008278388,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8105.89501953125,7849.51904296875,7432.021484375,6345.912109375,5798.91455078125,5071.74267578125,4862.646484375,4686.86279296875,4760.33935546875,4515.50927734375,4819.38037109375,5323.66650390625,5618.95556640625,5910.171875,6370.45361328125,6856.67822265625,7323.38525390625,7949.89697265625,8640.40625,9093.7001953125,8381.8681640625,8755.1201171875,9120.8203125,9464.0107421875,9601.537109375,9493.8125,9277.7138671875,9269.3193359375,9418.9140625,9674.787109375,9882.0244140625,9632.3251953125,10206.9453125,10030.0390625,10420.5712890625,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Rwanda,RWA,335.44054845198,312.295029587478,339.041827192223,298.910277894213,255.692566066485,266.551563148732,277.262725431494,287.621587349501,298.387208442383,321.172780966621,330.236181110858,324.489921580625,316.070377505099,317.553370740467,312.73257542941,297.252663635946,344.884442651426,341.522797120368,361.897081281619,392.810997687851,414.885246695717,423.670722722151,417.422766099406,427.87076480964,396.153513356985,399.872371105643,407.894108925502,394.648217615939,399.46629075647,387.279944529604,368.21957991856,351.728521330576,364.809184619657,322.716798987982,188.658266938085,305.387805791359,291.210822676605,286.805176925216,299.60112137886,310.098111246406,333.355069767411,358.446036782143,400.27039679917,400.191596187801,418.780971680294,446.029782373711,474.364570468705,497.171591741909,538.325339161514,557.397770789373,583.371380762055,614.539612560495,651.852778822614,666.408748050251,690.610352732156,733.998585018273,759.606241725671,771.069190383494,817.57838732716,874.639605475352,826.391257189481,896.267225355832,948.379194381944,1004.21571099829,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,2426.50140905931,2713.75861507558,2718.01973633836,2876.83917859234,2519.47781408786,2361.78247984541,2520.01001063196,2459.15342216343,2586.58842793436,2842.21967740579,2642.83412063183,2384.5320209018,2350.19488924474,2357.06875047975,2386.24368254951,2478.98471196715,2612.12337560311,2615.34940653937,2567.13985910386,2655.65474358004,2534.12204893501,2471.07143007975,2452.18685335209,2531.28193070432,2447.20260205264,2589.40524057852,2751.65426684601,2746.33660844689,2785.31171323751,2824.55330392791,2945.37217923198,3137.46403765812,3291.3424477268,3444.99857743289,3535.73813824914,3755.78242822467,3820.92239453139,3818.25503804332,3925.8743329936,3875.94291686166,4081.15535978003,4201.45663738908,4007.91092846814,3976.39289268132,3967.23730470679,4084.36083819933,4373.23792440391,4393.37316255965,4321.00518344962,4466.08075482035,4283.07280337978,3945.71948874755,3710.62462714769,4003.07590158729,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48409.5476837524,51376.4362163713,55318.4458342113,55806.9219720449,58173.2936031775,57615.4100635074,59090.2331058555,58393.2236678918,59049.5774485922,60604.3508911242,62776.9461598748,61572.7435735639,52873.2681862909,49672.6977770842,46450.0251706982,42082.5554467713,42293.4870685544,42492.8509160139,43146.8240435428,43886.2146896896,43057.7784775102,42818.6962696679,43525.4225717352,40506.8521137898,46834.1395065822,51277.3460993917,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,985.09180236877,1015.74666793194,1017.08121320436,1011.34975679533,1045.17670623037,1075.52552217484,1065.93941593131,1281.27707655704,1283.3570836238,1454.96872023117,1405.76061531863,1234.82085380117,1249.50268222753,1179.55626040759,1087.44153359985,1163.80724250137,1071.36164381493,1014.69125831664,1008.24359402711,1013.50760361265,967.490807502814,957.946483063679,946.482495103288,939.606669438019,943.891404294867,947.331538535199,947.030151309961,942.971185295678,953.9855008639,966.2268289095,959.938180991352,973.424252100436,982.32906557627,1036.86196260207,1047.05796134884,1089.14778798762,1157.0861446542,1170.51612474435,1214.14114724792,1225.60541902997,1216.3502521663,1214.96130276731,1225.6945255615,1263.70423995281,1301.32146445028,1298.10946596396,1342.533807689,1375.59403284199,1413.84348618541,1420.66008316091,1430.84119299096,1428.28676097975,1403.23356704678,1380.60169416257,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Saudi Arabia,SAU,15761.6278904303,16998.8342494921,18339.1015202004,19212.3500405104,20138.5544135419,21759.202856764,22678.9285107353,23781.3990082294,24624.5048561679,25084.2864987182,36714.8736322175,40470.8496032266,45836.9760868091,53404.888111278,58886.8570068022,52813.1669806907,57668.1937956802,57760.5279547671,54647.1309727725,57217.4348895227,57088.5851288021,55380.0235743548,43708.9443909348,36605.6381527089,33110.122395931,29009.4766121825,27682.5666706465,25342.214456865,25615.0084808268,24453.551804864,25470.2738583136,26279.7272309324,26246.6642117063,25205.0461527272,24379.1807555485,23462.9068748862,23288.8661714378,23000.8405788344,22778.5751742478,21829.8543190947,21862.716081319,20826.2090357035,19678.7591105989,20406.4507586687,21172.8992556898,21460.1352100343,21242.1265778774,20829.8389773483,21255.3966323385,20221.3196152235,21452.2279704984,22754.1058113664,22997.746224663,22338.5338759623,22628.601848725,22453.571552265,22035.8042885977,22219.9383333817,23523.9456479821,23886.9767401289,21944.785821998,23633.8601193936,24304.9858794751,23331.7694701019,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Senegal,SEN,1151.00213857223,1152.52290412241,1118.94105784212,1108.08162394471,1118.91076488152,1101.64022957194,1100.59486152036,1055.3388045333,1088.7452650791,987.490527976809,1040.51139206618,1008.44746972351,1041.19576478941,954.176200047314,965.741329994361,1010.12268801923,1071.68040327701,1017.81439448073,955.002175635959,997.714580570366,1012.16661480231,1037.70140590886,1091.73478914466,1002.79157255651,1014.21873121746,1020.46425733551,1022.55326037551,1055.32454152497,1016.8279275159,1027.27575950199,990.777522619822,988.63221583773,974.054860027128,960.506561720788,934.692068072302,960.84709282163,956.588791201654,962.736689457399,995.979085689636,1033.76396461633,1048.37474052363,1067.36886550595,1042.25509944289,1074.38578467686,1098.20064546027,1119.0505307548,1118.7830430051,1123.99862153285,1138.66883930214,1142.65317233964,1153.53431121583,1139.74447892639,1154.05677992367,1147.3859217191,1180.7987108505,1218.00613555438,1257.40906915928,1312.10932776049,1355.09610863712,1379.60875249861,1361.79143748646,1414.5395109385,1432.86013001798,1463.19101905166,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3012.49818951388,3200.76826306115,3497.55046734497,3699.40387054927,3329.45173036535,3542.35373929055,3788.9822937535,4038.65254639261,4233.77646622459,4527.43497714122,4809.13847725945,5016.41284072937,5431.27888961402,5735.94771592691,5578.01198011964,5690.7032693018,5737.00119892159,5739.30750190714,5793.33614236087,5716.5404784933,5820.3215576888,6024.95753018527,6200.26060347164,6524.0796846826,6870.75746352687,6850.96677811138,7465.67530944906,7857.40327149497,8210.55401378745,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Seychelles,SYC,3169.8719362006,2931.52295872465,3094.82323303369,3322.94260496593,3432.56045494626,3311.93105019453,3679.30050746873,3608.07514941437,3787.78708615717,3698.74352837889,3934.10745937442,4466.48702153242,4635.19530046487,4978.1966610497,4952.09433656679,4992.67635279626,5689.07506488881,5226.17270451846,6294.51380248905,7226.36841156741,6795.44213443153,6453.04441345632,6282.31243363473,6251.16837292603,6481.83312252185,7091.31069778707,7100.93735358387,7137.55603586632,7489.74029923645,8210.90696953337,8779.85231337378,8902.83798776266,9497.7554107084,9981.2446035158,9481.8805265777,9388.81967720743,10177.0904671696,11284.8459766598,11339.3481297046,11326.9386083063,11703.7535246117,11427.9413083015,11218.2606464315,10677.9692081272,10412.0868936027,11297.3118190493,12105.4475265558,13112.8210098816,12473.2921769121,12116.3783687977,12313.5566919249,13843.7116081878,14135.0010570653,14050.3135581314,14395.6158118771,15333.1051727105,16962.6753972731,17921.5731976918,18628.1862276696,19481.6461053742,17048.361729788,17005.0422063679,16188.7813275605,16715.2650923889,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sierra Leone,SLE,789.436953115777,791.206346882974,813.710223414248,813.640352862891,852.94911549257,897.79597784399,896.366195928181,879.982975882064,880.862511624672,938.060006447801,999.795896441752,1015.37943526575,1005.8942997709,1009.73373738029,1025.9265266804,1024.04715224296,1001.21706445093,983.330183766149,987.732048484612,1012.34317508182,1040.4248279512,1048.97270154191,1076.8012864746,1031.91547010635,1050.87714465347,973.270125176627,961.531198599851,1003.77921457383,907.86812714025,891.934889155399,886.058367601776,896.339164880344,739.840408666788,751.676201452901,734.216726239304,674.499465246237,683.055057701964,634.673262757861,639.675904788056,623.782841349838,649.404708238465,573.319808206318,684.719710400667,719.793625697478,740.951027512485,752.690253176869,767.797732668035,811.033383728662,834.032131697465,837.924748136024,869.552043593205,898.064605764694,1008.71326115035,1191.69433194611,1216.61116951572,945.148168480629,981.743978922239,994.582742641008,1005.24821808651,1036.22706679474,999.888885139707,1035.03777484863,1066.03912308826,1102.44133602893,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Singapore,SGP,3611.95365142064,3777.39463491526,3951.76046995379,4239.9926615122,4004.45879353131,4214.50928654512,4529.52603020969,4984.78417700352,5562.32007695611,6237.25093664419,6997.19902931212,7722.8645117911,8590.60864812538,9325.56611338064,9732.7270627095,9974.22091805681,10572.5669041736,11141.5797970038,11863.6939677002,12834.1600895857,13953.890170834,14737.3005854209,15106.2507664821,16186.9145138401,17280.3703822303,17149.31550146,17396.0281363675,18986.7527003627,20595.9751389187,22031.8971300219,23272.7000932159,24132.7153290621,24973.4311358112,27139.9524278985,29220.2727915476,30379.8991144598,31349.3171805131,32835.2518506082,31043.108180076,32557.0469904063,34890.0811365168,33597.8690808226,34598.8267483781,36709.7965038255,39856.6356222613,41798.4880834671,44159.4101820552,46178.8139470199,44601.5799302699,43331.8746638962,48752.0515441859,50713.5326393594,51679.352717333,53298.9728558286,54681.9336458253,55645.6068614606,56899.485124515,59414.6549459103,61216.1250918658,61333.6563161696,59144.3539186758,67638.6459886659,67948.8928271514,65422.4603166668,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37548.9474627441,38403.0705201664,39615.1371367338,39298.9873567827,38889.7715088035,38623.1999405819,37839.6283815163,37428.7027557069,33945.4185182499,31047.7241050626,33877.976645467,28920.3773007159,29834.6350068383,32316.8721521009,33066.2495331081,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8597.46399873616,7338.79871066771,6843.30031185734,6946.84551124536,7348.91832054302,7755.62339473121,8212.83202531548,8647.39444587014,8966.21926255304,8914.68322907316,8997.21205983851,9277.35799766772,9690.68462796365,10168.0224775637,10718.2101357286,11412.1592874654,12430.2014562792,13770.9603683827,14497.1115099188,13680.7537015807,14596.1478430022,14950.8735594537,15159.6571004823,15249.8825237603,15647.6491148855,16442.0760860018,16740.7414999051,17195.2888048325,17869.0149419565,18250.9802872053,17763.8564029317,18821.1163135169,18959.6818363057,19238.7622372766,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13615.5857769678,12395.9177026624,11735.8460166299,12098.341410018,12757.6301133778,13278.7427797574,13674.1833709721,14400.671212846,14874.2902934445,15646.6889507489,16146.1215958752,16576.7160906192,17099.6583810838,17635.3610248185,18425.2598378487,19102.2771961477,20166.5324125858,21485.7811592397,22175.2369942549,20307.6185841652,20444.1199248351,20535.4157335883,19894.8697893882,19704.2184304723,20228.7077025728,20697.2748530619,21309.7120251737,22397.7638081191,23293.9665948387,23943.1796396034,22811.8052853002,24659.2499013385,25276.9355802471,25708.8691396365,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2211.58798966749,2097.67551414204,1992.78025273894,2000.7854676883,1937.46099936846,1815.03273059725,1753.11438313886,1840.38750654081,1804.42269759638,1822.71021603378,1805.7455346015,1856.38271673266,2029.96795439512,2049.29308753255,2151.04597183789,2299.99401501925,2270.47720120585,2186.42335260732,2153.37470167047,2086.02456092051,1747.73099551254,1577.66696008378,1504.85795225232,1573.85522149264,1664.58030147977,1755.72812344484,1796.71896309507,1830.23675931387,1911.19452897184,1930.45659372799,2058.95426620207,2132.01998399541,2105.90758922315,2136.72036781191,2085.15500132222,2045.47889485251,2084.24598380679,2075.36230008714,2061.89784418456,2043.07578936317,1930.64258596415,1933.17055918223,1932.78966817916,1945.14986518195,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Somalia,SOM,318.824845311643,300.513447578988,313.492629282954,313.980378677245,287.182909955233,263.102807813897,279.600783941981,288.543384766335,286.759474276259,274.575454674311,279.670925461605,278.264344024451,311.416444716735,266.402570604986,261.538403913059,292.525201535728,279.998625197598,309.814737633381,305.259543579661,256.278948256268,239.470257539711,252.485065197096,258.564171660347,221.454005841594,220.505305927198,231.960675624016,217.822057769879,231.385134253141,239.054087908916,252.360864310088,259.40003710693,277.598818656264,266.498425696668,269.406220446972,210.446206963212,211.087543240614,219.936394792198,214.852363909301,219.712173654863,226.444124329962,233.032406774336,239.839088175856,248.636468605335,257.910352385283,266.257287496335,275.457056977944,284.47080657478,294.210421748355,304.741466711122,317.038203436977,329.970524319027,349.577469611358,369.617226464266,397.108794017201,417.516794459335,445.583078625015,458.921476933292,506.501096987553,498.981062089377,494.559375806552,463.032522124252,461.842091966231,460.299643149511,465.160693722591,..
